Winery,Wine name,Vintage,Region,Country,Regional wine style,Average rating,Scan date,Scan/Review Location,Your rating,Your review,Personal Note,Wine type,Drinking Window,Link to wine,Label image
Château Branaire-Ducru,Saint-Julien (Grand Cru Classé),2021.0,Saint-Julien,France,Bordeaux Saint-Julien,4.1,2025-01-11 20:06:29,,4.0,"8.0 out of 10 - what a tasty wine! Never had a Saint Julien before. Really surprised to see this bottle at Costco! Whoever orders their wine is extremely good at their job!

I get flavors of cherry, chili pepper, pepper, cranberry, blackberry, and oak. It also has an umami mushroom flavor.

Enjoyed with some West African 🥜 stew. It actually worked really well with the pairing.

AOC - Saint Julien",,Red Wine,,https://www.vivino.com/wines/167099283,https://images.vivino.com/labels/kTK4UFEnRgmX2wU7192kKw.jpg
Colomé,Malbec Estate,2021.0,Calchaqui Valley,Argentina,Argentinian Salta Malbec Red,4.0,2025-01-11 20:02:53,,3.9,"7.8 out of 10 - just shy of greatness and a bit overpriced but I actually really like it otherwise. It’s a bit too plumy for me, but it makes up for that in other flavors.

I get plum, cassis, milk chocolate, pepper, leather. I liked the small bite that came thanks to the pepper flavor.

Wouldn’t snub my nose at drinking it at all, but it is a bit overpriced.",,Red Wine,,https://www.vivino.com/wines/168164792,https://images.vivino.com/labels/SuENDAg4TLWHJwqtdIoPOQ.jpg
Zolo,Malbec,2023.0,Mendoza,Argentina,Argentinian Mendoza Malbec Red,3.6,2025-01-11 02:30:09,Trevor’s Liquor,3.6,"7.2 out of 10 - really tasty Malbec. Very drinkable, and would order at a restaurant or buy for dinner any time. Especially with beef, steak, or maybe a nice stew.

A wonderful chocolate and oaky flavor, cherry, peanut, nutty, strawberry gummy. Maybe a slight hint of blackberry.

I really like these Malbecs 🇦🇷. Bravo!!!",,Red Wine,,https://www.vivino.com/wines/175356453,https://images.vivino.com/labels/3wQ0pEvHS4GTNMN-S-1C-A.jpg
Cave de Lugny,Chardonnay Mâcon-Villages Réserve Vieille,2022.0,Mâcon-Villages,France,Burgundy Macônnais White,4.0,2025-01-11 01:32:51,,3.6,"7.3 out of 10 - wonderful Mâconais. Buttery but acidic. It’s both smooth and crisp. 

Flavor wise I get several other than it’s oak - I get notes of grapefruit, cream, green apple, honey, preserved lemon. It’s really fun! 

Would drink anytime of year. Definite rebuy.",,White Wine,,https://www.vivino.com/wines/176668347,https://images.vivino.com/labels/iVFUhmDGR0aeRuOMO2P26A.jpg
Mary Taylor,Pascal Biotteau Anjou Blanc,2022.0,Anjou,France,Loire Chenin Blanc,4.1,2025-01-06 03:46:17,Trevor’s Liquor,3.3,"6.6 out of 10 - decent score. I think I liked the 2022 vintage better than the 2021. But now I’m going to have to retry the 2021, because maybe I was in a sour mood.

I taste honey, butter, pear, minerals, and maybe a yellow peach. Same flavors as the older vintage but maybe they tasted more melodic than the last one. There was still that good acidity that you get from Loire!

I saw it at Trevor’s liquor store so I decided to give it another chance.",,White Wine,,https://www.vivino.com/wines/174856085,https://images.vivino.com/labels/UKqK3TSLTRas3luuzj6R-g.jpg
Block Nine,Pinot Noir (Caiden's Vineyards),,California,United States,Californian Pinot Noir,3.7,,Trevor’s Liquor,3.4,"6.9 out of 10 - got a glass at Trevor’s Liquor enjoying with some spicy pizza.

Would definitely drink again. On the cusp of being absolutely great Pinot. 

With flavors I got cherry, pepper, raspberry, smoke, vanilla, and that makes it seem super bold; however it wasn’t at all!

So definitely, I want to try again. I’ll keep an eye out for it in the future, but I won’t go out of my way to buy it.",,Red Wine,,https://www.vivino.com/wines/1478441,
Matic Wines,Skin Contact Kerner,2022.0,Štajerska,Slovenia,Slovenian White,3.8,2025-01-05 22:11:37,Trevor’s Liquor,4.0,"8.0 out of 10 - lovely skin contact or@nge wine. Really blew me away. Lightly carbonated like a petnat, cloudy color.

Orange cream soda, rhubarb, citrus blossom, apricot, and maybe a little mango. It’s fruity but not too sweet at all.

I would drink this any time especially during the summer. I love wines from Slovenia. Definitely one of my favorites!!",,White Wine,,https://www.vivino.com/wines/175285355,https://images.vivino.com/labels/Jun2vFuLQAO6of5DC0NWoQ.jpg
Bodega Pierce,Pandora,2023.0,Arizona,United States,Arizona White,4.0,2025-01-05 22:08:27,Trevor’s Liquor,3.9,"7.9 out of 10 - this is a wine that I would drink again and again 😍 it’s not the best, but it’s fun! 

The first note I get is a strong chocolate or cocoa nib, which makes the wine so much more interesting. I also get mango, mandarin orange, and pear, maybe all of those fruits chocolate-dipped.

I don’t want to have too much of a bias because I’m a local AZ boy, but this is such a fun and interesting wine, if you have the chance you should definetly try. I know when I see the vineyard on a menu again, I’m trying!",,White Wine,,https://www.vivino.com/wines/177501507,https://images.vivino.com/labels/MsxqATzkSQi-n5qbx7hfQQ.jpg
Bodegas Santa Ana,Homage Chardonnay,2023.0,Mendoza,Argentina,Argentinian Chardonnay,3.4,2025-01-05 15:47:17,,2.3,"4.6 out of 10 - not my favorite Chardonnay. And I really wanted to like Argentinian Chardonnay. Maybe next time I’ll get a more expensive bottle. There are cheap bottles that I adore and expensive bottles I detest - so this isn’t a price thing.

However it tastes cheap and alcoholic. Like most chardonnays I get butter, and maybe some pear. There’s another flavor I don’t like. that’s about it. I’m going to give it a second tasting.

I have to believe there are better representatives of 🇦🇷 Chardonnay out there.",,White Wine,,https://www.vivino.com/wines/175471818,https://images.vivino.com/labels/OdNc6mvERzuv9jCM0DkCtg.jpg
Latimer Ranch,Chardonnay,2018.0,Russian River Valley,United States,Californian Russian River Valley Chardonnay White,4.0,,Total Wine & More,3.7,"7.4 out of 10 - great Chardonnay. I’m not sure if the flavors of a traditional Cali Chardonnay are rubbing off on me.

Smooth, oaky, has a little bit of carbonation, I think it blends really well.

I taste different flavors including honey, chocolate, butter, pear, caramel, crème brûlée (so cream), and meyer lemon.

Would definitely buy again. It’s not too pretentious, but it’s also just a decent wine.",,White Wine,,https://www.vivino.com/wines/163471796,
McBride Sisters,Collection Sauvignon Blanc,2022.0,Marlborough,New Zealand,New Zealand Sauvignon Blanc,4.0,2025-01-04 21:11:38,,2.6,"5.2 out of 10 - not my favorite sauvy b; a little too sweet for my taste. But not entirely undrinkable. Just feels like a hangover in a glass.

For flavors I get: grapefruit, pineapple, sour apple, and maybe straw.

Wouldn’t go out of my to buy again.",,White Wine,,https://www.vivino.com/wines/170470837,https://images.vivino.com/labels/x5ruSIwqTJeh6k2bezyu4g.jpg
Lanchava Collection,AI IA Saperavi,2022.0,Kakheti,Georgia,Georgian Saperavi Red,3.8,2025-01-04 19:30:17,Total Wine & More,3.9,"7.9 out of 10 - delicious Saperavi! Really good value for its price. I get smoke, chocolate, and cherry cola on both the nose and the pallete. Maybe a little barbecue smoke, pomegranate, and berry jam as well.

I love Georgian wine and this is exactly why - you can get a great wine for under $15 a bottle. It’s just part of their tradition!",,Red Wine,,https://www.vivino.com/wines/177916213,https://images.vivino.com/labels/hERsCvttRKyPMerfk7sawQ.jpg
Hermes,Nemea,2022.0,Nemea,Greece,Greek Nemea Red,3.5,2025-01-04 19:25:27,Total Wine & More,3.6,"7.2 out of 10 - really love this Greek wine. Enjoyed with a beef Revithada. I taste cherry, pomegranate, pepper, vanilla, and cedar. 

It really grew on me. It’s not too bold but not too light either.",,Red Wine,,https://www.vivino.com/wines/177657124,https://images.vivino.com/labels/H8jpqlukQNm6LpBhGAWd1A.jpg
Pizzolato,M-Use Prosecco Brut,2024.0,Prosecco,Italy,Italian Prosecco,3.8,2025-01-01 05:11:29,,2.8,"Good, not great. My mother preferred it to champagne but I think she’s unequivocally wrong.

I get citrus, pear, apple, and yeast. However it’s pretty enjoyable! It’s light and crisp, maybe tastes like a bad hangover who cares?",,Sparkling,,https://www.vivino.com/wines/179518657,https://images.vivino.com/labels/1wnIH6YkQuyzpaE3N-uATQ.jpg
Padrillos,Pinot Noir,2019.0,Mendoza,Argentina,Argentinian Pinot Noir,3.7,2025-01-01 00:53:48,,3.5,"7.0 out of 10 - great Pinot but you have to let it breathe. Needs at least 45 minutes for its best quality.

Enjoyed on New Years Eve. Pretty good! Tastes of cherry, leather, pepper, and cherry cola. 

I liked it but it was missing something. Thought it could be more flavor forward.",,Red Wine,,https://www.vivino.com/wines/160776668,https://images.vivino.com/labels/-OJ8M3oySUSw8ZXn9ltplg.jpg
Arthur Metz,Gewürztraminer Alsace Épice Puissant,2022.0,Alsace,France,Alsace Gewürztraminer,3.8,2024-12-31 17:10:20,,1.2,"2.4 out of 10 - not my taste at all! I tried it twice. I definitely think this is an acquired taste to a sweeter, more tart wine.
 
I get honey, bad melon, and maybe rose water and plastic.

I don’t want to judge all gewurztraminers, but this wasn’t pleasant at all. It’s the type of wine that forces a face after a sip. Sorry guys!!",,White Wine,,https://www.vivino.com/wines/170870968,https://images.vivino.com/labels/eBQo4LhZQiihdBdp9dKvsQ.jpg
Mailly Grand Cru,Exception Blanche Blanc de Blancs Brut Champagne Grand Cru,2017.0,Champagne Grand Cru,France,French Champagne,4.3,2024-12-31 17:09:11,,3.9,"7.8 out of 10 - how does this not have more mentions of chocolate in there??


Great champagne! I also get apple, toast, and citrus like most champagnes but I think what makes it so great for me is its smoothness. I don’t feel like I’m going to get a hangover the next morning.

Next cool thing about it - it’s called Exceptional because the Appellation Control gave an exception for the champagne to have its own appellation.",,Sparkling,,https://www.vivino.com/wines/154175963,https://images.vivino.com/labels/-DNeB3iKSKK6oUvwySjjow.jpg
La Marca,Prosecco,,Prosecco,Italy,Italian Prosecco,3.8,,,3.0,"6.1 out of 10 - It’s a really decent sparkling especially when you take into account the price point. I think this is an amazing value.

Flavor is crisp and pretty standard - citrus, apple, and pear. I don’t think it’s bad at all.

Tough night to enjoy it.",,Sparkling,,https://www.vivino.com/wines/1354668,
Stolpman Vineyards,La Cuadrilla,2022.0,Ballard Canyon,United States,Californian Red Blend,4.1,2024-12-30 03:44:16,,3.8,"7.6 out of 10 - really good red blend. Smooth, not too tannic or bold. 

I get blackberry, plum (but not too much), earthy, brazil nut, raisin, and probably cherry. It’s slightly floral on the nose.

I really like this. Bought at a wine shop in La Jolla near bird rock.",,Red Wine,,https://www.vivino.com/wines/170512627,https://images.vivino.com/labels/m2qZPLCxSNSwEK2HUZqBuw.jpg
Decoy,Chardonnay,2021.0,California,United States,Californian Chardonnay,3.8,2024-12-30 03:41:22,,3.1,"6.2 out of 10 - I might be feeling generous today. Don’t really see anything terrible about this Chardonnay but there was nothing memorable either. Standard oaky and butter Chardonnay that you get at the grocery store. I get a little bit of grapefruit, honey, and melon as well.",,White Wine,,https://www.vivino.com/wines/167669906,https://images.vivino.com/labels/6dO-Q9_mTFCfNFeg36Ps2g.jpg
Cape d’Or,Cabernet Sauvignon,,Western Cape,South Africa,South African Cabernet Sauvignon,3.9,,,2.3,"4.6 out of 10 - seriously disappointing. Maybe it was over chilled so I’ll have to try it again, but I wasn’t able to taste an abundance of flavor. I got. Little bit of chocolate,
maybe plum, or blackberry. - but that’s it. In other words I was kind of bored.",,Red Wine,,https://www.vivino.com/wines/170572516,
Tyler,Chardonnay,,Santa Barbara County,United States,Californian Santa Barbara County Chardonnay White,4.1,,,3.5,"7.0 out of 10 - pretty good Chardonnay. Definitely has butter, but after that I get a lot of acidity as if it were from grapefruit or blood orange. I also got green apple and maybe minerals. Overall lovely Chardonnay. Not too buttery at all.",,White Wine,,https://www.vivino.com/wines/148873215,
Banshee Wines,Sauvignon Blanc,2022.0,Sonoma County,United States,Californian Sauvignon Blanc,3.9,,Eddie V’s Prime Seafood,3.8,"7.6 out of 10 - I thought this sauvy b was fantastic. Light and refreshing, with the right amount of acidity.

 I got flavors of Sea salt, melon lemon, peach, lemon bars, with a little cream.

Enjoyed a nice glass at Eddie Vs with appetizers. Paired nicely with a Caesar Salad.",,White Wine,,https://www.vivino.com/wines/170811631,
The Prisoner,Red Blend,2022.0,California,United States,Californian Red Blend,4.4,,Eddie V’s Prime Seafood,4.3,"8.6 out of 10 - I came in skeptical for this one and it surprised. I get blackberry, cranberry, dark cherry, pepper, vanilla, cream, definite leather, and maybe a little bit of fig and cinnamon at a subtle level. It’s so smooth and well balanced. Despite all the different flavors I tasted it was in an unorganized mess of flavors, rather something that all fit together.  I was blown away.",,Red Wine,,https://www.vivino.com/wines/170447912,
The Prisoner,Unshackled Cabernet Sauvignon,,California,United States,Californian Cabernet Sauvignon,4.1,,Shore Rider,3.5,"7.0 out of 10 - I really enjoyed this for what it is: a typical Cabernet Sauvignon from California. 

Some of the flavors that stood out to me were the pepper, licorice, leather, cherry, blackberry, blueberry, and cocoa. I only wish the fruit flavors came out even more.

This is a wine I would not shy away to bringing to someone’s house.",,Red Wine,,https://www.vivino.com/wines/162201280,
SeaGlass,Sauvignon Blanc,,Santa Barbara County,United States,Californian Sauvignon Blanc,3.6,,Shore Rider,2.7,"5.4 out of 10 - interesting because the taste profile had it as a pretty dry white, where I felt it was pretty sweet at first. With taste of guava, pineapple, grapefruit, lemon, I thought this was a pretty sweet glass of Sauv B.

I did think it really paired well a spicy poke bowl, where the spices enhanced the flavor and complimented it a bit.",,White Wine,,https://www.vivino.com/wines/1743407,
Odonata,Pedregal Vineyard Malbec,2019.0,San Benito County,United States,Californian Malbec,3.9,2024-12-27 10:26:31,We Olive & Wine Bar,4.2,"8.4 out of 10 - great Malbec that I seriously think is underrated. I will never underestimate California Malbecs again.

Tastes of a beautiful complexion of cream, vanilla, cherry, raspberry, pepper, tobacco. It’s bold, but smooth.

Got at La Jolla Wine bar where all three of my wines selections were among the top I’ve ever tasted, so this was pretty awesome.",,Red Wine,,https://www.vivino.com/wines/169118148,https://images.vivino.com/labels/1mdWsqq-SCuiZsDi6gec1g.jpg
Quinta Cruz,Pierce Ranch Tempranillo,2021.0,San Antonio Valley,United States,Californian Tempranillo Red,3.7,2024-12-27 05:08:46,We Olive & Wine Bar,4.3,"8.6 out of 10 - I had no idea what to expect with this Tempranillo. I never heard of a Californian Tempranillo, but the wine bar we were at suggested it. I’m so glad they did.

This is one of my favorite wines I’ve ever had. I got so many flavors that seemed to morph as I finished my glass. I get cherry, cranberry, salt, and chocolate. I really enjoyed it with a sharp or salty 🧀.

Definitely in my top wines so far.",,Red Wine,,https://www.vivino.com/wines/176875798,https://images.vivino.com/labels/d0iN1lcSQuu3B4zgA8KLPA.jpg
Giornata,Orangotango,2023.0,San Luis Obispo County,United States,Californian White Blend,4.1,,We Olive & Wine Bar,4.0,"8.0 out of 10 - I love this or@nge wine (Vivino should really be able to tell whether its talking about the flavor or the color). 

The color on this wine is perfection. It makes you want to have another glass.

The wine is crisp but really flavorful. I get notes of honey, green apple, celery, and cantaloupe.  Love the fizz at the end.",,White Wine,,https://www.vivino.com/wines/177175286,
Grayson Cellars,Chardonnay (Lot 11),2022.0,California,United States,Californian Chardonnay,3.6,,,2.6,"5.2 out of 10 - did not love this one; way too much butter and oak. I got a bit of pear, but that’s about it. I understand what this Chardonnay is for, but it’s definitely not my favorite.",,White Wine,,https://www.vivino.com/wines/172144963,
Stag's Leap Wine Cellars,KARIA Chardonnay,2022.0,Napa Valley,United States,Napa Valley Chardonnay,4.1,2024-12-25 19:57:55,,4.2,"8.5 out of 10 - this is damn near the closest to a perfect Chardonnay that I’ve ever had. I typically don’t drink Chardonnay, but this wine has me in love.

It’s perfectly balanced with not too much butter but just the right amount, which leads its cream flavor. I also get green apple, cheese, pear, and grapefruit - which makes a perfect balance between oaky and acidic citrus. 

I am so glad I tried this wine. It might go in my collection as my favorite Chardonnay so far.",,White Wine,,https://www.vivino.com/wines/170435550,https://images.vivino.com/labels/JrSFA_L5Q_WVok4y7qQ_IQ.jpg
Piper-Heidsieck,Essentiel Cuvée Réservée Extra Brut Champagne,,Champagne,France,French Champagne,4.0,2024-12-25 18:48:02,Mediterranean Room,4.0,"8.0 out of 10 - enjoyed as a great Christmas morning treat. Tastes of green apple, buttered toast, mandarin oranges, and salt. I think this is my favorite champagne I’ve ever had. I would try again, any time. Happy holidays!!",,Sparkling,,https://www.vivino.com/wines/154588058,https://images.vivino.com/labels/98Q2EazRRKWaU18ZDjyP7w.jpg
Zonin,Winemaker's Collection Montepulciano d'Abruzzo,2020.0,Montepulciano d'Abruzzo,Italy,Italian Montepulciano d'Abruzzo,3.5,2024-12-25 03:17:54,,3.1,"6.2 out of 10’- really freaking decent score considering its price. It goes to show you can get decent wine at a fair price point. Got it for $19 a half liter at a local Italian spot in La Jolla. It was exactly what I wanted.

The profile is simple but still delicious. Even though it was an hour ago, I distinctly remember tasting cherry, plum, and chocolate. Perfect for a more full bodied Italian red",,Red Wine,,https://www.vivino.com/wines/164274373,https://images.vivino.com/labels/i8O4PNVWRHWdAydTM6F21Q.jpg
Renato Ratti,Barolo Marcenasco,2020.0,Barolo,Italy,Italian Barolo,4.2,2024-12-23 02:15:32,Nick’s Italian Restaurants,3.8,"7.6 out of 10 - I actually really like this Barolo. I think it’s a tremendous wine for its value.

It has a really complex flavor. I get cherry cola, chocolate, pepper, cherry, tobacco, and maybe a little raspberry. 

I really like this wine, and was incredibly surprise how much I liked it. Bravo!",,Red Wine,,https://www.vivino.com/wines/162906282,https://images.vivino.com/labels/IR-Qp6MBRomto3dtvKFX8g.jpg
Angeline,Pinot Noir,2023.0,California,United States,Californian Pinot Noir,3.6,2024-12-22 15:42:41,,3.3,"6.6 out of 10 - very decent Pinot. It’s perfect for a house red at a bar. I get cherry cola, vanilla, and cranberry (but that just might be because it’s Christmas time!)

Had at a bar in Old Town Scottsdale. Don’t know if I’d intentionally try it again.",,Red Wine,,https://www.vivino.com/wines/173832457,https://images.vivino.com/labels/1ERYV5q2Tv-ngpgNEVdiVQ.jpg
Nickel & Nickel,Darien Vineyard Syrah,2017.0,Russian River Valley,United States,Californian Syrah,4.3,2024-12-22 09:41:59,,4.1,"Such a yummy wine. - 8.2 out of 10. Bold and complex in flavor. I am tasting plum, blackberry, tobacco, and cherry. 

My buddies family had a wine subscription to the winery so it was a good chance to check it out. I want to try their other wineries as well!

Bravo - this is a masterpiece!",,Red Wine,,https://www.vivino.com/wines/157038078,https://images.vivino.com/labels/Ufc6YrboQAG2AHQpGv9G_A.jpg
Nomadica,Red Blend,,California,United States,Californian Rhône Blend Red,3.3,,,1.9,"3.8 out of 10 - absolutely drinkable if you must but not great at all. Not complex at all, in fact it tastes flavorless. Maybe I get a little bit of plum flavor. Bought for $9 at a trendy food court. Would not drink again.",,Red Wine,,https://www.vivino.com/wines/156766872,
Matic Wines,Frankovka,2022.0,Štajerska,Slovenia,Slovenian Red,3.9,2024-12-21 20:48:20,Trevor’s Liquor,3.7,"7.3 out of 10 - I think it was hyped up in my head a little bit because I loved tasting wines in Slovenia. But still it’s a really solid score. I like the little bit of carbonation at the end, and the sour cherry flavor.

I am also getting cranberry, blackberry, hibiscus, and acai berry. It’s fruity but not too sweet at all. I really enjoyed it.

Recommend chilling it, then opening it, and waiting about 30 minutes.",,Red Wine,,https://www.vivino.com/wines/171874887,https://images.vivino.com/labels/nPwQZW7WS1K5a3FERHmq_A.jpg
Mikho's Vineyards and Marani,Saperavi - Cabernet Red Dry,2020.0,Kakheti,Georgia,Georgian Red,4.3,2024-12-21 20:46:56,Trevor’s Liquor,4.1,"8.2 out of 10 - I love this blend. It hits all my marks, flavorful red, Georgian, and a Natural Wine.

The body is medium bold, but the saperavi grapes give an acidity to it.

With flavors I am getting: dried flowers on the nose, with notes of cranberry, salt, pepper, and berry jam, and sour plum. It really opens up one hour after opening.

I would drink this fantastic Georgian natural dry red any time of the year for any occasion. This is a top hit for me.",,Red Wine,,https://www.vivino.com/wines/177478724,https://images.vivino.com/labels/Ud0i8yQ_QgCXFWkIn0h4uw.jpg
Domaine des Terres Gentilles,La Cadole Bourgogne Chardonnay,2021.0,Bourgogne,France,Burgundy White,3.7,2024-12-21 20:37:20,Trevor’s Liquor,3.6,"7.2 out of 10 - really great value for its price. I get notes of honey, oak, banana cream, orange, and peach. I really enjoyed this. Wouldn’t say no to another vintage!",,White Wine,,https://www.vivino.com/wines/175453182,https://images.vivino.com/labels/mV5JXNGNQIOzYYrXFRM4EA.jpg
Laurent Chardígny,Bourgogne Chardonnay,2022.0,Bourgogne,France,Burgundy White,3.8,2024-12-20 01:34:57,Whole Foods Market,3.6,"7.3 out of 10 - everyone is saying this tastes more like a chenin Blanc from Loire than it does a Chardonnay and I guess I kind of see that 🤷🏻‍♂️ I think a better description would be somewhere in the middle between the two.

It’s got the crispness in the green apple, salt, and lemon zest flavors. But there is still definetly some oak in there as well.

I still love this Chardonnay. In fact I like it so much exactly because it’s not so o@ky. Great quality for what you can get at Whole Foods. Perfect for summer.",,White Wine,,https://www.vivino.com/wines/174863548,https://images.vivino.com/labels/baNDrU_jRla2_0GK-2zypQ.jpg
Château Gardat,Montagne-Saint-Émilion,2022.0,Montagne-Saint-Émilion,France,Bordeaux Saint-Émilion,3.8,2024-12-20 01:25:48,Whole Foods Market,4.0,"8.1 out of 10 - I adore this wine. I’ve read reviews that it needs about five years of aging, so I might buy a bottle and keep it five years later.

It’s a bit tart but I really like that. I can taste sour cherry, plum, and blackberry, with hints of tobacco and pepper making a wine that is really interesting in flavor.

I bought the ‘22 at Whole Foods in Dec 2024. Great price point for its value, you are getting a bargain!

AOC - Montagne Saint-Émilion - From Bordeaux",,Red Wine,,https://www.vivino.com/wines/178049306,https://images.vivino.com/labels/Mzbc0xGmT5-5wWaR5ZzedA.jpg
Dos Cabezas WineWorks,Pink,2022.0,Arizona,United States,Arizona Rosé,3.8,2024-12-19 02:05:09,Whole Foods Market,3.0,"6.1 out of 10 - not my favorite rose, but not terrible either. I like the carbonation at the end and the subtle strawberry flavors. I also get watermelon candy, some type of citrus, and a touch of oak.

Creative wine label, and it’s awesome that it’s from my home state of Arizona. I’m going to have to try more from this winery every time I come to visit.",,Rosé Wine,,https://www.vivino.com/wines/174427215,https://images.vivino.com/labels/Q5ZhovVaQpGRGyZhnRmcOA.jpg
Domaine de Bellivière,Jasnières 'Les Rosiers',,Jasnières,France,Loire Chenin Blanc,4.0,,Le Âme,4.1,"8.2 out of 10 - WOAH this wine surprised me with how much I liked it. Simple crisp loire valley white which is exactly how I like them. 

But there was a little bit of complexity to it. I of course, got notes of peach, grapefruit, and green apple - but there was also a smoothness with the honey and oak flavors. I wouldn’t go as far as to call it creaminess (like the winemaker did) because it’s still very crisp - it just has a smooth finish. Would drink this anytime - especially a hot summer day.",,White Wine,,https://www.vivino.com/wines/2622305,
Château Massereau,K Bordeaux Supérieur,2012.0,Bordeaux Supérieur,France,Bordeaux Red,4.0,2024-12-18 16:03:06,Le Âme,3.9,"7.9 out of 10 - Above average Bordeaux, just not my style with all the black fruit notes right now. I want to try again and definitely want to try another vintage.

I also get leather, tobacco, and it might just be that it’s Christmas time but I also got clove and cherry.

Since it was a 2012, the waiter had it air out for about 10 minutes. Enjoyed it at Le Âme (yes that’s the right spelling) in Phoenix.

AOC - Bordeaux Supérieur",,Red Wine,,https://www.vivino.com/wines/17042522,https://images.vivino.com/labels/M-Av41XgTR2xYax2jZP93Q.jpg
Josh Cellars,Chardonnay,2023.0,California,United States,Californian Chardonnay,3.6,2024-12-16 01:02:25,,2.9,"5.9 out of 10 - run of the mill Chardonnay that wouldn’t be a terrible choice for a party. They certainly know their suburban customer base. It’s just not that complex or interesting - and I’ve had complex and interesting wines at Josh’s price point.

Like a typical california Chardonnay, you get oak, butter, pear. I also got notes of honey. That’s about it.",,White Wine,,https://www.vivino.com/wines/173720633,https://images.vivino.com/labels/c4sVM-PtSqqZNNUNjdYovg.jpg
Edna Valley Vineyard,Chardonnay,2022.0,Central Coast,United States,Californian Chardonnay,3.6,2024-12-15 16:43:27,,3.0,"6 out of 10 - I vow to retaste this as I don’t think I gave it a fair enough of a shake because I was in a foul mood. 

Decent enough Chardonnay, which I found I have particular tastes when it comes to Chardonnay. Has flavors of green apple, pear, butter, and oak. I feel this is typical of most Chardonnays.

I think it’s a decent wine to bring over to friends but other than that it’s not my favorite.",,White Wine,,https://www.vivino.com/wines/172019803,https://images.vivino.com/labels/d0PGK8a8SHWvHqkUkGlqNQ.jpg
Cune (CVNE),Barrel Fermented,2022.0,Rioja,Spain,Spanish Rioja White,3.6,2024-12-15 04:21:29,Postino Arcadia Winecafe,3.1,"I want to call it a 6.2 out of 10. Not my favorite Spanish wine, but not bad at all. Almost like the crispness of a Pinot Grigio, mixed with the butteriness of a Chardonnay.

So yes, I taste citrus, hints of butter and nutmeg, and maybe some tree fruit like apple (but I don’t know which)

Don’t know if I’d go out of my way to grab this wine, but I didn’t dislike it at all.",,White Wine,,https://www.vivino.com/wines/171255969,https://images.vivino.com/labels/O1W01Y0qQSqgD439xggyhw.jpg
Domaine de Cristia,Grenache Rouge,2023.0,Méditerranée,France,French Méditerranée Red,3.6,,Postino Arcadia Winecafe,3.4,"6.9 out of 10 - nice earthy taste, with notes of cherry and black fruit. I’m getting vanilla and leather on the nose. 

This is a solid red wine that I’d be proud to serve at any party. Not particularly special, but a strong quality wine that’s hard to find not pleasant. Definitely recommend.

I need to double check that this is the wine I got at Postinos in Arcadia, Phoenix. But I think so.",,Red Wine,,https://www.vivino.com/wines/174030813,
Chateau Ste. Michelle,Cabernet Sauvignon,2020.0,Columbia Valley,United States,Washington State Cabernet Sauvignon,3.8,2024-12-11 00:26:22,,3.1,"6.2 out of 10 - not too interesting but not terrible either. Very standard for a Cabernet Sauvignon. Taste of plum, sour cherry, and a little bit of vanilla.

Received as a holiday gift. Nothing to write home about but would always bring to any party.",,Red Wine,,https://www.vivino.com/wines/162957395,https://images.vivino.com/labels/bnpFU8d7RXGixWD46tpNdg.jpg
Jean-Claude Debeaune,Domaine du Val Lamartinien Saint-Véran,2022.0,Saint-Véran,France,Burgundy Macônnais White,3.9,2024-12-09 02:40:05,Total Wine & More,3.5,"7.1 out of 10. I’m not much of a Chardonnay fan but this is lovely. Subtle hints of oak, with stronger flavors like pear, green apple, peach, and jasmine tea. I love the floral finish on the flavor. I enjoyed the bottle with a French roasted chicken, and some Brussels sprouts.",,White Wine,,https://www.vivino.com/wines/173140223,https://images.vivino.com/labels/l9yCyAmnTL6vkr4Ypw1AKg.jpg
Maubrac Guérin,Chateau Palene Bordeaux Blanc,2023.0,Bordeaux,France,Bordeaux White,3.7,2024-12-09 01:35:11,Total Wine & More,3.1,"6.2 out of 10 - really acidic wine but I like it. I obviously get citrus. I also taste some minerals and the juiciness and meatiness of a pineapple. REALLY GOOD VALUE FOR ITS PRICE. I originally bought it for cooking but I ended up loving the flavor. 

I don’t know what I was expecting, but I loved how fresh and bright the wine was.",,White Wine,,https://www.vivino.com/wines/176998637,https://images.vivino.com/labels/zcqhk0cSTTCZRpRIJL5IgQ.jpg
Château Quinault l'Enclos,Saint-Émilion Grand Cru (Grand Cru Classé),2019.0,Saint-Émilion Grand Cru,France,Bordeaux Saint-Émilion,4.0,2024-12-08 22:16:46,Total Wine & More,4.2,"8.1 out of 10 - I let it breathe for about an hour or so. I get an earthy taste with chocolate and blackberry jam.

Lovely for a winter day spent inside. Overall just a lovey wine. I’ve seen a lot of reviews saying it’s a good value and I’m not entirely sure about that but it’s definitely worthwhile.

ON SECOND TASTE, a day later, I getting even more flavors, and bumping it up to an 8.3. I’m getting vanilla, cherry, and some type of floral fruit that I can’t quite identify. I’m gonna have to buy another vintage.",,Red Wine,,https://www.vivino.com/wines/159348945,https://images.vivino.com/labels/pLoAVyTTTnOxQhw2SBtvJA.jpg
Terras de Lantaño,Ruta 49,2023.0,Galicia,Spain,Spanish Albariño,3.8,2024-12-08 05:06:21,,3.9,"7.9 out of 10. This is a great white wine. I love the honey, green apple, and citrus flavor on it. It does have a saltiness to it like sea salt. For its price, you are getting a complex and enjoyable wine.",,White Wine,,https://www.vivino.com/wines/177721012,https://images.vivino.com/labels/bP71EzEhTFWVddKu3O0SRw.jpg
